,recipient_name_clean,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year
4976,aranea solutions,8752865.100000001,8752865.100000001,6.0,35.0,6200000.0,1.0,ARANEA SOLUTIONS  INC.,OTHER,SMALL BUSINESS,2012
4977,arc virginia peninsula,17870644.19,17870644.19,11.0,646.7333333333333,15166639.633333333,1.0,THE ARC OF THE VIRGINIA PENINSULA INC,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012
4978,arcadis nv,73499625.81,79528669.81,10489.0,1166.2317860343062,198234514.34758067,1.0,ARCADIS N.V.,,OTHER THAN SMALL BUSINESS,2012
4979,arcanum,295697.6,295697.6,10.0,46.25,4023169.5,1.0,ARCANUM GROUP  INC.  THE,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
4980,archerdanielsmidland,1377526.8,1377526.8,74.0,31157.5,74140250000.0,1.0,ARCHER-DANIELS-MIDLAND COMPANY,,OTHER THAN SMALL BUSINESS,2012
4981,architecture technology,4454882.86,4454882.86,27.0,46.25,6387500.0,1.0,ARCHITECTURE TECHNOLOGY CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
4982,arctic slope regional,61803529.08,1564475020.98,14181.0,522.1318924175056,9668638732.513527,1.0,ARCTIC SLOPE REGIONAL CORPORATION,,SMALL BUSINESS,2012
4983,ardent management consulting,3960006.57,3960006.57,10.0,18.5,2600000.5,1.0,ARDENT MANAGEMENT CONSULTING  INC.,,SMALL BUSINESS,2012
4984,ares holding,4117363921.31,4127363921.31,1073.0,673.6363636363636,106863636.36363636,1.0,ARES HOLDING CORPORATION,,OTHER THAN SMALL BUSINESS,2012
4985,arete associates,31965888.9,33611535.9,3068.0,314.5833333333333,72844444.44444445,1.0,ARETE ASSOCIATES,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
4986,argo systems,7132751.63,19132751.630000003,10107.0,14.928571428571429,3166812.9642857146,1.0,ARGO SYSTEMS  LLC,OTHER,SMALL BUSINESS,2012
4987,argo turboserve,403373.27,403373.27,39.0,217.92045454545453,21623333.33333333,1.0,ARGO TURBOSERVE CORPORATION,,SMALL BUSINESS,2012
4988,argon office supplies,282837.9700000001,3401412972.9700003,142006.0,8.73342307820744,1876712.2069725506,1.0,ARGON OFFICE SUPPLIES,,SMALL BUSINESS,2012
4989,argos therapeutics,77452389.82,77452389.82,24.0,80.0,8700000.0,1.0,ARGOS THERAPEUTICS  INC.,,SMALL BUSINESS,2012
4990,aries information technology services,3767949.01,3767949.01,1.0,0.0,0.0,1.0,ARIES INFORMATION TECHNOLOGY SERVICES  LLC,OTHER,SMALL BUSINESS,2012
4991,arizona state university,35329705.900000006,35929705.900000006,208.0,13318.777777777777,679509056.0888889,1.0,ARIZONA STATE UNIVERSITY,,OTHER THAN SMALL BUSINESS,2012
4992,arkel,18584.83,18584.83,1.0,250.0,43000000.0,1.0,ARKEL INTERNATIONAL  L.L.C.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012
4993,arma global,1851283406.5700002,1851283406.5700002,10167.0,75.06547619047619,14519783.501984127,1.0,ARMA GLOBAL CORPORATION,,SMALL BUSINESS,2012
4994,armed forces services,3273080.6,3273080.6,4.0,246.0,24422824.0,1.0,ARMED FORCES SERVICES CORPORATION,,OTHER THAN SMALL BUSINESS,2012
4995,armored,6990528.0,6990528.0,7.0,5.0,5108125.0,1.0,THE ARMORED GROUP LLC,OTHER,SMALL BUSINESS,2012
4996,armorgroup north america,67407207.12,67407207.12,16.0,7500.0,200000000.0,1.0,"ARMORGROUP NORTH AMERICA, INC.",CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012
4997,armorsource,4513080.0,4513080.0,14.0,13.0,2500000.0,1.0,ARMORSOURCE  LLC,OTHER,SMALL BUSINESS,2012
4998,armorworks enterprises,31576240.0,31576240.0,4.0,275.0,100000000.0,1.0,ARMORWORKS ENTERPRISES  LLC,,SMALL BUSINESS,2012
4999,arnold defense and electronics,30092.0,30092.0,1.0,30.0,5000000.0,1.0,ARNOLD DEFENSE AND ELECTRONICS  LLC,,SMALL BUSINESS,2012
5000,arora,2949491.81,2949491.81,11.0,27.5,2893750.0,1.0,ARORA GROUP  INC.  THE,,SMALL BUSINESS,2012
5001,arotech,1117418157.92,1273110199.85,37.0,296.60833333333335,41662055.90925926,1.0,AROTECH CORPORATION,,SMALL BUSINESS,2012
5002,array information technology,16453413.290000001,16471463.000000002,971.0,99.61398809523808,18148240.39642857,1.0,"ARRAY INFORMATION TECHNOLOGY, INC.",,SMALL BUSINESS,2012
5003,arriba,148621244.87,148621244.87,489.0,27.5625,9277928.5125,1.0,ARRIBA CORPORATION,OTHER,SMALL BUSINESS,2012
5004,arrow electronics,1222855.4700000002,1230821.4700000002,91.0,9501.764903846153,12262015340.678204,1.0,"ARROW ELECTRONICS, INC.",,OTHER THAN SMALL BUSINESS,2012
5005,arrowhead contracting,4489565.82,4489565.82,42.0,50.0,24000000.0,1.0,ARROWHEAD CONTRACTING  INC.,OTHER,SMALL BUSINESS,2012
5006,arrowhead realty,36300.0,36300.0,49.0,13.0,13000000.0,1.0,ARROWHEAD REALTY CORP,,SMALL BUSINESS,2012
5007,arrowpoint,42449337.16,42461217.16,8.0,125.0,15931894.5,1.0,ARROWPOINT CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5008,ars,155125.94,155125.94,1.0,50.0,11000000.0,1.0,ARS INTERNATIONAL  INC.,OTHER,SMALL BUSINESS,2012
5009,artel,10555.0,10555.0,1.0,53.0,8000000.0,1.0,ARTEL  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5010,artesian contracting,7997639.52,7997639.52,27.0,15.0,4666603.75,1.0,ARTESIAN CONTRACTING COMPANY  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5011,arthrex,166141.61,166141.61,23.0,870.8333333333333,696666666.6666667,1.0,ARTHREX  INC.,OTHER,OTHER THAN SMALL BUSINESS,2012
5012,artisan electronics,5155780.0,325000.0,3.0,8.0,750000.0,1.0,ARTISAN ELECTRONICS INC,,SMALL BUSINESS,2012
5013,asg solutions,6852777.7299999995,6917513.289999999,10.0,9.0,1000000.0,1.0,ASG SOLUTIONS CORPORATION,,SMALL BUSINESS,2012
5014,ashlin management,3121103.6,5102654.800000001,41.0,41.33333333333333,4550000.0,1.0,ASHLIN MANAGEMENT GROUP  INC.,,SMALL BUSINESS,2012
5015,asi constructors,41093899.99,41093899.99,14.0,100.0,55000000.0,1.0,"ASI CONSTRUCTORS, INC.",,OTHER THAN SMALL BUSINESS,2012
5016,asi government,15019496.58,15019496.58,154.0,164.63473395724543,17422360.485047624,1.0,ASI GOVERNMENT  INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012
5017,asiel enterprises,1697956.9,1697956.9,1.0,1.0,100000.0,1.0,ASIEL ENTERPRISES INC,,SMALL BUSINESS,2012
5018,asm research,103731502.66,103731502.66,44.0,387.5,60013888.888888896,1.0,ASM RESEARCH  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012
5019,aspect software,1025027.87,1025027.87,6.0,1000.0,516000000.0,1.0,ASPECT SOFTWARE  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012
5020,asr,1313982.31,1313982.31,1809.0,247.91666666666663,4729166.666666667,1.0,ASR INTERNATIONAL CORP.,,SMALL BUSINESS,2012
5021,asrc civil construction,500000.0,500000.0,1.0,5.0,15946817.0,1.0,ASRC CIVIL CONSTRUCTION  LLC,OTHER,SMALL BUSINESS,2012
5022,asset,16299938.46,16861344.46,120.0,52.43055555555556,13255361.11111111,1.0,"ASSET GROUP, INC.",,SMALL BUSINESS,2012
5023,asset management outsourcing recoveries,1819505.67,1819505.67,72.0,0.0,0.0,1.0,"ASSET MANAGEMENT OUTSOURCING RECOVERIES, INC.",,OTHER THAN SMALL BUSINESS,2012
5024,associated press,41896915.78,41976769.28,405.0,1496.939586645469,60411506.96740858,1.0,THE ASSOCIATED PRESS,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012
5025,assurance technology,3047592435.0,3047592435.0,1051.0,232.84375,17468633.28125,1.0,ASSURANCE TECHNOLOGY CORP,,OTHER THAN SMALL BUSINESS,2012
5026,assured information security,11944765.0,11944765.0,11.0,109.875,12432086.75,1.0,ASSURED INFORMATION SECURITY  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5027,astin lp,3175528.24,3625515.24,2350.0,130.0,16419862.0,1.0,ASTIN HOLDINGS  L.P.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5028,astor sanders,45870587.9,514299017.42,2929.0,35.98148148148148,2190681.2169312174,1.0,ASTOR & SANDERS CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5029,astrazeneca,28761725.0,94312851.5,44.0,2980.555555555556,1050000001.25,1.0,ASTRAZENECA PLC,,OTHER THAN SMALL BUSINESS,2012
5030,astronautics america,26100260.4,26100260.4,1026.0,943.0944444444444,120580434.80833335,1.0,ASTRONAUTICS CORPORATION OF AMERICA,,OTHER THAN SMALL BUSINESS,2012
5031,astronics,3072605.46,3210835.46,83.0,1022.2777777777778,172359722.22222227,1.0,ASTRONICS CORPORATION,,OTHER THAN SMALL BUSINESS,2012
5032,astrotech,12410759.0,23599379.0,1.0,70.0,19700016.0,1.0,ASTROTECH CORPORATION,,OTHER THAN SMALL BUSINESS,2012
5033,asyncnu microsystems,4261025.96,4261025.96,2.0,10.0,1503200.0,1.0,ASYNC-NU MICROSYSTEMS  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5034,ata aerospace,333442345.56,1184705359.5600002,73.0,32.0,6333333.333333334,1.0,ATA AEROSPACE  LLC,,SMALL BUSINESS,2012
5035,ata services,5853252.890000001,9344840.639999997,134.0,192.62962962962962,7338876.976851851,1.0,ATA SERVICES INC,,SMALL BUSINESS,2012
5036,atap,18761010.7,18911010.7,43.0,128.58333333333331,21768006.1875,1.0,ATAP  INC.,,SMALL BUSINESS,2012
5037,ateam solutions,4591144.16,4591144.16,1014.0,18.0,967485.25,1.0,A-TEAM SOLUTIONS LLC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5038,atec,74250.0,74250.0,8.0,80.0,10269580.0,1.0,ATEC  INC.,,SMALL BUSINESS,2012
5039,atech,8941226.14,8941226.14,102.0,72.0,9750000.0,1.0,A-TECH CORPORATION,,SMALL BUSINESS,2012
5040,atech systems,20590085.79,40873200.029999994,1358.0,24.0,4518422.5,1.0,A-TECH SYSTEMS  INC.,OTHER,SMALL BUSINESS,2012
5041,atkins north america,928887.03,948887.03,76.0,3150.2125,36500000.0,1.0,"ATKINS NORTH AMERICA, INC",,OTHER THAN SMALL BUSINESS,2012
5042,atkins north america corporationthe,139981377.32999998,193740417.32999998,104.0,1782.8874999999998,291986100.4444445,1.0,"ATKINS NORTH AMERICA HOLDINGS CORPORATION,THE",CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012
5043,atlantic commtech,3606079.81,3606079.81,201.0,59.7125,7082185.383333334,1.0,ATLANTIC COMMTECH CORPORATION,,SMALL BUSINESS,2012
5044,atlantic contingency constructors,120000.0,120000.0,3.0,25000.0,4000000000.0,1.0,ATLANTIC CONTINGENCY CONSTRUCTORS  LLC,,OTHER THAN SMALL BUSINESS,2012
5045,atlantic diving supply,217369138.86000004,266769842.94,155633.0,166.22554734910614,306505825.91343427,1.0,ATLANTIC DIVING SUPPLY  INC.,,OTHER THAN SMALL BUSINESS,2012
5046,atlas,10506378.83,29195835.98,30.0,9.0,1700000.0,1.0,ATLAS GROUP LTD,OTHER,SMALL BUSINESS,2012
5047,atlas air worldwide,6721026.470000002,7226680.05,44.0,1619.45,1344359053.0666664,1.0,"ATLAS AIR WORLDWIDE HOLDINGS, INC.",,OTHER THAN SMALL BUSINESS,2012
5048,atlas executive consulting,838543.62,838543.62,4.0,8.25,379500.0,1.0,ATLAS EXECUTIVE CONSULTING  LLC,OTHER,SMALL BUSINESS,2012
5049,atlas research,1126666.68,1126666.68,22.0,32.5,5700000.0,1.0,ATLAS RESEARCH LLC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5050,atlas technologies,9434422.27,9434422.27,128.0,56.33571428571429,6467668.625,1.0,ATLAS TECHNOLOGIES  INC.,,SMALL BUSINESS,2012
5051,atmos energy,3041930.0,4645000.0,2.0,4700.0,6000000000.0,1.0,ATMOS ENERGY CORPORATION,,OTHER THAN SMALL BUSINESS,2012
5052,ats,117801883.50000001,318138289.75,230.0,428.7409549514813,56991633.06664096,2.0,ATS CORPORATION,,OTHER THAN SMALL BUSINESS,2012
5053,att,3600353885.2000012,4682866381.44,43733.0,117515.82979675606,59968640484.67473,1.0,AT&T INC.,,OTHER THAN SMALL BUSINESS,2012
5054,attain,16583561.049999997,16583561.049999997,450.0,184.5,7375000.0,1.0,ATTAIN  LLC,PARTNERSHIP,SMALL BUSINESS,2012
5055,attivasoft,1062892.04,1063392.04,2346.0,34.0,7820000.0,1.0,ATTIVASOFT  LLC,,SMALL BUSINESS,2012
5056,au authum ki,8289988.0,103289988.0,33.0,35.0,29000000.0,1.0,AU AUTHUM KI  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5057,august schell enterprises,249847.43,249847.43,42.0,23.794642857142858,5761607.142857144,1.0,"AUGUST SCHELL ENTERPRISES, INC.",,SMALL BUSINESS,2012
5058,aurora flight sciences,182573665.45999998,183314287.45999998,96.0,356.0277777777778,60710500.0,1.0,AURORA FLIGHT SCIENCES CORP,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5059,aurora systems consulting,3905361.75,3911862.0,1333.0,14.0,5266000.0,1.0,AURORA SYSTEMS CONSULTING  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5060,aurotech,8923708.99,9795484.880000003,1504.0,15.761616161616162,1.0,1.0,"AUROTECH, INC.",,SMALL BUSINESS,2012
5061,aus,33890460.06,40910695.56,10.0,481.25,28175000.0,1.0,AUS INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012
5062,ausgar technologies,13137577.98,13137577.98,127.0,51.5,9347427.5,1.0,"AUSGAR TECHNOLOGIES, INC.",,SMALL BUSINESS,2012
5063,automotive industrial supply,55078.08,6555043.079999998,17011.0,27.0,6282194.0,1.0,AUTOMOTIVE & INDUSTRIAL SUPPLY COMPANY,,SMALL BUSINESS,2012
5064,avar consulting,885806.0,885806.0,7.0,8.0,600000.0,1.0,AVAR CONSULTING  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5065,avarint,2898863.96,2898863.96,59.0,42.0,10500000.0,1.0,"AVARINT, LLC",,OTHER THAN SMALL BUSINESS,2012
5066,aviation missile solutions,21273743.32,21273743.32,2.0,10.0,77400000.0,1.0,AVIATION & MISSILE SOLUTIONS  LLC,,OTHER THAN SMALL BUSINESS,2012
5067,aviation systems engineering incorporated,13375673.84,13375673.84,16.0,100.0,13125269.0,1.0,AVIATION SYSTEMS ENGINEERING COMPANY  INCORPORATED,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012
5068,aviation training consulting,2542541.0,2542541.0,1.0,26.0,5987091.0,1.0,AVIATION TRAINING CONSULTING  LLC,OTHER,SMALL BUSINESS,2012
5069,avineon,788353944.8199999,788353944.8199999,476.0,119.1,22055087.6,1.0,AVINEON  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5070,avion solutions,38117635.06,2709118667.63,6026.0,100.33333333333333,10166666.666666666,1.0,AVION SOLUTIONS INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5071,avispl,2457250.71,10755059.829999998,4104.0,821.6658496732027,217968337.31764704,1.0,AVI-SPL HOLDINGS  INC,,SMALL BUSINESS,2012
5072,avon rubber,28173108.07,77684338.07,52.0,782.5714285714287,132236959.76666667,1.0,AVON RUBBER P.L.C.,,OTHER THAN SMALL BUSINESS,2012
5073,avram,2025090.04,2025090.04,24.0,4.428571428571429,2077564.2142857143,1.0,AVRAM CORPORATION INC,,OTHER THAN SMALL BUSINESS,2012
5074,axa,76609596.28,76609596.28,20.0,75.0,50000000.0,1.0,AXA,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012
5075,axiom,1946592.0,2946592.0,1001.0,41.66666666666666,2666666.666666666,1.0,AXIOM CORPORATION,,SMALL BUSINESS,2012
5076,axiom resource management,66772450.64,68365482.96000001,72.0,472.07738095238096,52773809.52380952,1.0,AXIOM RESOURCE MANAGEMENT  INC.,,OTHER THAN SMALL BUSINESS,2012
5077,axxum technologies,27720137.91,27720137.91,5.0,750000.0,10.0,1.0,AXXUM TECHNOLOGIES LLC,PARTNERSHIP,SMALL BUSINESS,2012
5078,ayuda management,3927830.0,3927830.0,13.0,34.75,12308333.333333336,1.0,AYUDA MANAGEMENT CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5079,azimuth,12509659.379999999,12582492.219999999,3849.0,31.9,2451135.0,1.0,AZIMUTH CORPORATION,,SMALL BUSINESS,2012
5080,b catalani,27377397.360000007,27377397.360000007,99.0,0.0,0.0,1.0,B. CATALANI  INC.,,SMALL BUSINESS,2012
5081,b3 solutions,26180889.759999998,26180889.759999998,7025.0,24.139087301587303,1395548.9417989417,1.0,"B3 SOLUTIONS, LLC",,SMALL BUSINESS,2012
5082,b3h,5006258.78,104267613.98,139.0,50.0,6300000.0,1.0,B3H CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5083,babcock,23865900092.45,23865900147.45,1960.0,2116.0481136539156,277604306.1594516,1.0,BABCOCK INTERNATIONAL GROUP PLC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5084,babcock construction,4812964.0,5202684.0,6.0,10.0,2000000.0,1.0,BABCOCK CONSTRUCTION COMPANY  LLC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5085,babcock wilcox,17079.36,17079.36,53.0,331.6770833333333,1500000.0,1.0,BABCOCK & WILCOX COMPANY  THE,,SMALL BUSINESS,2012
5086,badger technical services,63087572.93,63087572.93,806.0,3.8515460925204774,1166209.4274217994,1.0,BADGER TECHNICAL SERVICES  LLC,OTHER,SMALL BUSINESS,2012
5087,bae systems,56912804829.90001,146296393702.94003,43622.0,53540.52778455777,3057050274.549079,2.0,BAE SYSTEMS HOLDINGS INC.,,OTHER THAN SMALL BUSINESS,2012
5088,bae systems information technology liability,2716887.39,2716887.39,3.0,4535.0,71.0,1.0,BAE SYSTEMS INFORMATION TECHNOLOGY LIMITED LIABILITY COMPANY,,OTHER THAN SMALL BUSINESS,2012
5089,bai,213056.04,213056.04,5.0,98.0,6000000.0,1.0,BAI  INC.,,SMALL BUSINESS,2012
5090,bailey cky jv,371717692.72,371717692.72,112.0,1.35,350.0,1.0,BAILEY CKY JV,PARTNERSHIP,SMALL BUSINESS,2012
5091,baistar mechanical,1667158.34,2530768.34,9.0,15.0,5000000.0,1.0,"BAISTAR MECHANICAL, INC.",,SMALL BUSINESS,2012
5092,bakeraecom,2393476.68,2393476.68,4.0,18575.0,460000000.0,1.0,BAKERAECOM  LLC,,OTHER THAN SMALL BUSINESS,2012
5093,baldi bros incorporated,5014950.0,5014950.0,18.0,13.0,18775000.0,1.0,BALDI BROS. INCORPORATED,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5094,balfour beatty,638775309.6300001,1157775309.6299999,8614.0,3647.556380090498,1147611786.622604,1.0,BALFOUR BEATTY PLC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012
5095,ball,1550565648.95,2355640608.95,547.0,2469.137390097779,530731586.07419986,1.0,BALL CORPORATION,,OTHER THAN SMALL BUSINESS,2012
5096,banc 3,87004.59,87004.59,15.0,35.0,3400000.0,1.0,BANC 3  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5097,bandwidth solutions,378176.84,378176.84,1.0,3.0,150000.0,1.0,BANDWIDTH SOLUTIONS INC,,SMALL BUSINESS,2012
5098,bank new york mellon,15000.0,15000.0,1.0,75600.0,504000000.0,1.0,THE BANK OF NEW YORK MELLON CORPORATION,,OTHER THAN SMALL BUSINESS,2012
5099,bara infoware,4783695.52,4791875.52,1671.0,6.694444444444445,3771218.722222222,1.0,"BARA INFOWARE, INC.",,SMALL BUSINESS,2012
5100,barbaricum,4998.0,4998.0,4.0,0.0,0.0,1.0,BARBARICUM LLC,,SMALL BUSINESS,2012
5101,barling bay,33119867.93,33120367.93,1389.0,74.21191077441077,4600289.562289562,1.0,"BARLING BAY, LLC",,SMALL BUSINESS,2012
5102,barlovento,41445674.06,41445674.06,161.0,88.83333333333334,12378081.11111111,1.0,"BARLOVENTO, L.L.C.",,SMALL BUSINESS,2012
5103,barnhill contracting,1139350.37,1139350.37,12.0,1300.0,500000000.0,1.0,BARNHILL CONTRACTING COMPANY INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012
5104,barrios technology,723931696.5,728892198.58,6.0,577.0,84737000.0,1.0,BARRIOS TECHNOLOGY  LTD.,PARTNERSHIP,SMALL BUSINESS,2012
5105,bastion technologies,349370.49,349370.49,7.0,548.5,45500000.0,1.0,"BASTION TECHNOLOGIES, INC.",,SMALL BUSINESS,2012
5106,battelle memorial institute,4609041306719.301,4609910297975.841,2575.0,10588.443804416791,1740339471.7853932,1.0,BATTELLE MEMORIAL INSTITUTE INC,,OTHER THAN SMALL BUSINESS,2012
5107,battle resource management,739102.87,739352.87,2664.0,19.75,3748300.0,1.0,BATTLE RESOURCE MANAGEMENT  INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5108,bauer ag,39819178.25,39819178.25,3.0,5541.0,822733312.0,1.0,BAUER AG,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012
5109,bauer compressors,244286.64,244286.64,4049.0,202.6153846153846,32929445.846153848,1.0,"BAUER COMPRESSORS, INC.",,OTHER THAN SMALL BUSINESS,2012
5110,baum romstedt technology research,34473302.86,1044019050.9399999,83.0,196.50833333333333,24973156.508333337,1.0,"BAUM, ROMSTEDT TECHNOLOGY RESEARCH CORPORATION",,OTHER THAN SMALL BUSINESS,2012
5111,baxter,453638.04,453638.04,35.0,46245.6,122012107.96666668,1.0,BAXTER INTERNATIONAL INC.,,OTHER THAN SMALL BUSINESS,2012
5112,bay electric,20665329.57,20665329.57,35.0,108.125,12534608.958333332,1.0,BAY ELECTRIC CO.  INC.,,SMALL BUSINESS,2012
5113,bay ship yacht,15136860.64,15401860.64,23.0,243.75,30000000.0,1.0,BAY SHIP & YACHT CO.,,SMALL BUSINESS,2012
5114,bay technologies consulting,12635039.08,12635039.08,9.0,40.0,1951414.0,1.0,BAY TECHNOLOGIES CONSULTING GROUP  INC.,OTHER,SMALL BUSINESS,2012
5115,bay west,96109420.0,96435499.0,21.0,71.66666666666666,13500000.0,1.0,BAY WEST  INC.,,SMALL BUSINESS,2012
5116,bayer ag,25488726.199999996,74909866.2,40.0,7467.314814814816,3509361724.1185184,1.0,BAYER AG,OTHER,OTHER THAN SMALL BUSINESS,2012
5117,bayfirst solutions,2556613.29,3542922.93,677.0,31.75,8036370.0,1.0,BAYFIRST SOLUTIONS LLC,,SMALL BUSINESS,2012
5118,baylor college medicine,8743.0,8743.0,4.0,0.75,0.75,1.0,BAYLOR COLLEGE OF MEDICINE,,SMALL BUSINESS,2012
5119,bba aviation,2113858.3,14860605.469999999,382.0,10172.19191919192,2041550280.4098125,1.0,BBA AVIATION PLC,,OTHER THAN SMALL BUSINESS,2012
5120,bbix,132267.22,132267.22,8.0,15.0,650000.0,1.0,BBIX  LLC,PARTNERSHIP,SMALL BUSINESS,2012
5121,bcf solutions,397575970.68,397575970.68,6084.0,87.77314814814815,21291477.0,1.0,BCF SOLUTIONS  INC.,OTHER,SMALL BUSINESS,2012
5122,bci construction usa,2102879.02,2102879.02,17.0,21.3,2274240.7,1.0,BCI CONSTRUCTION USA  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5123,bcp,2564424.8,2564424.8,3.0,120.0,29666668.0,1.0,BCP INTERNATIONAL LIMITED,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012
5124,beacon systems,280533.29,280533.29,45.0,20.0,1145836.0,1.0,BEACON SYSTEMS  INC,,SMALL BUSINESS,2012
5125,bearingpoint,150408335.12,535874616.28,1155.0,1655.6913816738816,471380660.6120732,1.0,"BEARINGPOINT, INC.",,OTHER THAN SMALL BUSINESS,2012
5126,bearingpoint incorporated 0505,221739646.74,233934729.94,2.0,0.0,0.0,1.0,BEARINGPOINT INCORPORATED (0505),,SMALL BUSINESS,2012
5127,bearskin services,2920910.83,2920910.83,8.0,7.0,854760.0,1.0,BEARSKIN SERVICES,CORPORATE TAX EXEMPT,SMALL BUSINESS,2012
5128,bechtel,401489631.18,408262257.18,487.0,34819.209067246964,25099409984.61972,1.0,BECHTEL GROUP  INC.,,OTHER THAN SMALL BUSINESS,2012
5129,becton dickinson and,2170266.9300000006,2494385.95,127.0,11180.077723054867,869550690.3034295,1.0,BECTON  DICKINSON AND COMPANY,,OTHER THAN SMALL BUSINESS,2012
5130,bell boeing joint project office,1893584568.66,1922532097.8200002,150.0,1284.8576007924066,486803099.0436042,1.0,BELL BOEING JOINT PROJECT OFFICE,,OTHER THAN SMALL BUSINESS,2012
5131,bell contracting,779927.6,779927.6,3.0,19.0,5661609.0,1.0,BELL CONTRACTING  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5132,bell james associates,99989.64,199989.52,3.0,28.0,3669329.0,1.0,"BELL, JAMES ASSOCIATES (INC)",,SMALL BUSINESS,2012
5133,ben fitzgerald real estate services,133282264.18,265630374.83000004,2101.0,300.0,7500000.0,1.0,BEN FITZGERALD REAL ESTATE SERVICES  L.L.C.,,SMALL BUSINESS,2012
5134,benaka,12881094.120000001,12881094.120000001,100.0,6.5,8750140.833333334,1.0,BENAKA  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012
5135,benalytics consulting gro,40242162.26,40242162.26,12.0,4.0,610000.0,1.0,BENALYTICS CONSULTING GRO,,SMALL BUSINESS,2012
5136,benchmark,54419152.419999994,172693958.42000002,247.0,83.55357142857143,8765388.392857142,1.0,BENCHMARK INTERNATIONAL  INC,,SMALL BUSINESS,2012
