,recipient_parent_name1,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year,recipient_name_clean,Unnamed: 0,% to Dems,% to Repubs,0,1,Cycle,Democrats,Individuals,PACs,Republicans,Soft (Indivs),Soft (Orgs),Total,Unnamed: 0.1,org_id,org_name,org_name_clean
400,TYSONFOODSINC,804279607.1,804279607.1,633,71157.13845,7656727918,2,TYSON FOODS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,tyson foods,4980,47%,54%,,,2010,"$137,411 ","$107,390 ","$187,960 ","$157,939 ",$0 ,$0 ,"$295,350 ",5440,D000000460,TYSON FOODS,tyson foods
401,ULTRAELECTRONICSHOLDINGSPLC,76838252.86,77615887.66,96,845.9261072,210546488.9,2,ULTRA ELECTRONICS HOLDINGS PLC,,OTHER THAN SMALL BUSINESS,2010,ultra electronics,76042,58%,41%,,,2010,"$48,300 ","$37,350 ","$45,950 ","$34,500 ",$0 ,$0 ,"$83,300 ",93282,D000063821,ULTRA ELECTRONICS,ultra electronics
402,UNISYSCORPORATION,4758160436,7613465454,964,18394.58456,4086547647,2,UNISYS CORPORATION,,OTHER THAN SMALL BUSINESS,2010,unisys,17190,53%,46%,,,2010,"$91,529 ","$20,675 ","$151,304 ","$79,100 ",$0 ,$0 ,"$171,979 ",39480,D000022291,UNISYS CORP,unisys
403,UNITEDPARCELSERVICEINC,14417377.15,14706243.15,1096,100412.6548,2978371327,2,UNITED PARCEL SERVICE  INC.,,OTHER THAN SMALL BUSINESS,2010,united parcel service,448,42%,58%,,,2010,"$1,216,755 ","$103,736 ","$2,809,399 ","$1,679,630 ",$775 ,$0 ,"$2,914,532 ",529,D000000081,UNITED PARCEL SERVICE,united parcel service
404,UNITEDTECHNOLOGIESCORPORATION,3790367902,6697089282,8942,1239778.173,24486497905,2,UNITED TECHNOLOGIES CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,united technologies,2167,58%,42%,,,2010,"$850,409 ","$174,513 ","$1,287,500 ","$607,354 ",$700 ,$0 ,"$1,464,487 ",2376,D000000209,UNITED TECHNOLOGIES,united technologies
405,URSCORPORATION,1.36405E+11,4.3535E+11,20593,32218.52009,3680784670,2,URS CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,urs,20039,11%,86%,,,2010,"$6,450 ","$90,701 ","($30,500)","$51,951 ",$0 ,$0 ,"$60,201 ",43698,D000023660,URS CORP,urs
406,USBANCORP,1144.13,1144.13,2,50000,968000000,1,U.S. BANCORP,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,us bancorp,5357,29%,71%,,,2010,"$152,159 ","$150,130 ","$374,039 ","$371,010 ",$0 ,$0 ,"$524,369 ",5844,D000000487,US BANCORP,us bancorp
407,VARIANMEDICALSYSTEMSINC,137400,137400,2,3800,1200000000,1,VARIAN MEDICAL SYSTEMS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,varian medical systems,43170,78%,22%,,,2010,"$33,050 ","$22,550 ","$20,000 ","$9,500 ",$0 ,$0 ,"$42,550 ",72805,D000029636,VARIAN MEDICAL SYSTEMS,varian medical systems
408,VERIZONCOMMUNICATIONSINC,1383270182,3.6235E+11,14168,36051.06286,21870249188,2,VERIZON COMMUNICATIONS INC.,,OTHER THAN SMALL BUSINESS,2010,verizon communications,416,50%,49%,,,2010,"$1,173,841 ","$479,768 ","$1,845,700 ","$1,134,749 ","$1,750 ","$2,500 ","$2,334,443 ",495,D000000079,VERIZON COMMUNICATIONS,verizon communications
409,VERSARINC,447443389.7,447443389.7,4354,121.9871032,16392058.62,2,VERSAR  INC.,,OTHER THAN SMALL BUSINESS,2010,versar,43216,71%,29%,,,2010,"$2,500 ","$1,500 ","$2,000 ","$1,000 ",$0 ,$0 ,"$3,500 ",72869,D000029654,VERSAR INC,versar
410,WASTEMANAGEMENTINC,7897413.65,8440417.63,84,21446.33185,5302170265,2,WASTE MANAGEMENT  INC,,OTHER THAN SMALL BUSINESS,2010,waste management,1563,43%,54%,,,2010,"$102,600 ","$40,450 ","$190,700 ","$128,325 ",$0 ,$0 ,"$236,445 ",1724,D000000161,WASTE MANAGEMENT INC,waste management
411,WESTONSOLUTIONSHOLDINGSINC,625392906,628604186,2159,1575.862057,359231922.8,2,"WESTON SOLUTIONS HOLDINGS, INC.",,OTHER THAN SMALL BUSINESS,2010,weston solutions,43970,62%,38%,,,2010,"$76,350 ","$3,850 ","$119,560 ","$47,060 ",$500 ,$0 ,"$123,910 ",73804,D000029835,WESTON SOLUTIONS,weston solutions
412,WILLIAMSINTERNATIONALCOLLC,1120697.6,1120697.6,150,1063,250000000,1,WILLIAMS INTERNATIONAL CO LLC,OTHER,OTHER THAN SMALL BUSINESS,2010,williams,5271,28%,71%,,,2010,"$148,550 ","$53,350 ","$481,000 ","$379,800 ",$0 ,$0 ,"$534,390 ",5751,D000000480,WILLIAMS COMPANIES,williams
413,WOOLPERTINC,1980713.7,1980713.7,79,675,85250000,2,"WOOLPERT, INC.",,OTHER THAN SMALL BUSINESS,2010,woolpert,54319,50%,49%,,,2010,"$24,150 ","$43,400 ","$5,000 ","$23,750 ",$0 ,$0 ,"$48,400 ",85460,D000031142,WOOLPERT INC,woolpert
414,WPPPLC,283373551,283980651,9135,4903.540807,455682587.5,2,WPP PLC,,OTHER THAN SMALL BUSINESS,2010,wpp,7252,49%,49%,,,2010,"$1,043,270 ","$1,921,918 ","$194,000 ","$1,046,198 ",$250 ,$0 ,"$2,123,848 ",7914,D000000662,WPP GROUP,wpp
415,XCELENERGYINC,109368,109368,5,17,15250000,1,XCEL ENERGY INC.,,OTHER THAN SMALL BUSINESS,2010,xcel energy,17658,49%,49%,,,2010,"$210,225 ","$87,461 ","$341,675 ","$210,911 ",$0 ,$0 ,"$429,386 ",39986,D000022329,XCEL ENERGY,xcel energy
416,XEROXCORPORATION,20325275.95,20558471.77,2286,23525.82729,1.85126E+11,2,XEROX CORPORATION,,OTHER THAN SMALL BUSINESS,2010,xerox,6657,60%,39%,,,2010,"$30,631 ","$24,351 ","$26,500 ","$20,245 ",$0 ,$0 ,"$51,376 ",7264,D000000607,XEROX CORP,xerox
417,3MCOMPANY,24208501.03,1349530643,173555,38182.22295,4.4339E+11,2,3M COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,3m,11994,23%,76%,,,2012,"$119,880 ","$189,663 ","$316,500 ","$388,783 ","$2,350 ","$2,500 ","$512,413 ",33794,D000021800,3M CO,3m
418,3TINTERNATIONALINC,7508670.72,7508670.72,3,26.25,5575000,1,3T INTERNATIONAL INC,,OTHER THAN SMALL BUSINESS,2012,3t,20115,100%,0%,,,2012,"$33,000 ",$0 ,"$33,000 ",$0 ,$0 ,$0 ,"$33,000 ",43810,D000023696,3T PAC,3t
419,ABBLTD,208998.44,518725.53,14,80822.29167,45475466859,2,ABB LTD,,OTHER THAN SMALL BUSINESS,2012,abb,20189,53%,47%,,,2012,"$5,050 ","$4,000 ","$5,500 ","$4,450 ",$0 ,$0 ,"$9,500 ",43917,D000023729,ABB GROUP,abb
420,ABBOTTLABORATORIES,68163928.83,124993692.1,5502,70999.52055,59366096266,2,ABBOTT LABORATORIES,,OTHER THAN SMALL BUSINESS,2012,abbott laboratories,4125,37%,61%,,,2012,"$659,222 ","$364,358 ","$1,389,750 ","$1,094,886 ","$53,200 ",$0 ,"$1,808,508 ",4508,D000000383,ABBOTT LABORATORIES,abbott laboratories
421,AFOGNAKNATIVECORPORATION,516487071.3,1389543781,5994,501.8417958,25598237.08,2,AFOGNAK NATIVE CORPORATION,,OTHER THAN SMALL BUSINESS,2012,afognak native,20505,44%,57%,,,2012,"$6,000 ","$2,300 ","$11,500 ","$7,800 ",$0 ,$0 ,"$13,800 ",44283,D000023779,AFOGNAK NATIVE CORP,afognak native
422,ALLEGHENYENERGYINC,20325495.25,24429875.25,10,3538.171429,1427857938,1,ALLEGHENY ENERGY  INC.,,OTHER THAN SMALL BUSINESS,2012,allegheny energy,20824,3%,97%,,,2012,"$3,000 ","$49,050 ","$40,000 ","$86,050 ",$0 ,$0 ,"$89,050 ",44673,D000023850,ALLEGHENY ENERGY,allegheny energy
423,ALLIANTTECHSYSTEMSINC,1.3657E+11,1.37648E+11,402,11932.07285,2865748756,2,ALLIANT TECHSYSTEMS INC.,,OTHER THAN SMALL BUSINESS,2012,alliant techsystems,12148,29%,71%,,,2012,"$128,775 ","$38,628 ","$399,959 ","$310,812 ","$1,500 ",$0 ,"$441,087 ",33961,D000021814,ALLIANT TECHSYSTEMS,alliant techsystems
424,ALTEGRITYINC,251253077.6,2029027126,190,2371.549064,1378918832,2,"ALTEGRITY, INC.",,OTHER THAN SMALL BUSINESS,2012,altegrity,78788,43%,57%,,,2012,"$35,578 ","$8,328 ","$73,576 ","$46,326 ",$0 ,$0 ,"$81,904 ",96611,D000064404,ALTEGRITY INC,altegrity
425,AMERICANAPPARELINC,8326648,8326648,1,1281,78291000,1,AMERICAN APPAREL  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012,american apparel,96587,29%,71%,,,2012,"$3,500 ",$0 ,"$12,000 ","$8,500 ",$0 ,$0 ,"$12,000 ",121078,D000071072,AMERICAN APPAREL INC,american apparel
426,AMERICANHOSPITALASSOCIATIONINC,12166444.29,12166444.29,230,117.1428571,33027812.71,1,AMERICAN HOSPITAL ASSOCIATION INC,,OTHER THAN SMALL BUSINESS,2012,american hospital,913,54%,46%,,,2012,"$1,176,153 ","$162,627 ","$2,024,919 ","$1,004,393 ",$400 ,$0 ,"$2,195,242 ",1029,D000000116,AMERICAN HOSPITAL ASSN,american hospital
427,AMERICANMARITIMEHOLDINGSINC,43963887.74,43963887.74,80,339.0206349,58723511.85,2,AMERICAN MARITIME HOLDINGS  INC.,,SMALL BUSINESS,2012,american maritime,17407,0%,100%,,,2012,$0 ,"$3,450 ","$6,500 ","$9,950 ",$0 ,$0 ,"$9,950 ",20923,D000045933,AMERICAN MARITIME HOLDINGS,american maritime
428,AMERICANPHARMACISTSASSOCIATION,16745719.18,16745719.18,4,100,32840821,1,AMERICAN PHARMACISTS ASSOCIATION,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,american pharmacists,22035,47%,53%,,,2012,"$46,000 ",$500 ,"$97,000 ","$51,500 ",$0 ,$0 ,"$97,500 ",46026,D000023992,AMERICAN PHARMACISTS ASSN,american pharmacists
429,AMERICANSYSTEMSCORPORATION,5203699.93,5105203700,1361,897.2589286,162286155,2,AMERICAN SYSTEMS CORPORATION,OTHER,OTHER THAN SMALL BUSINESS,2012,american systems,22384,48%,52%,,,2012,"$12,500 ","$7,022 ","$19,000 ","$13,522 ",$0 ,$0 ,"$26,022 ",46408,D000024025,AMERICAN SYSTEMS CORP,american systems
430,AMERISOURCEBERGENCORPORATION,363502980.3,363905362.4,77938,12.52183228,9343470.305,2,AMERISOURCEBERGEN CORPORATION,,OTHER THAN SMALL BUSINESS,2012,amerisourcebergen,12473,38%,62%,,,2012,"$285,667 ","$67,729 ","$686,899 ","$468,961 ",$0 ,$0 ,"$754,628 ",34313,D000021841,AMERISOURCEBERGEN CORP,amerisourcebergen
431,ANALYTICALGRAPHICSINC,48802,48802,1,0,0,1,ANALYTICAL GRAPHICS  INC.,,OTHER THAN SMALL BUSINESS,2012,analytical graphics,22707,46%,54%,,,2012,"$6,850 ",$750 ,"$14,100 ","$8,000 ",$0 ,$0 ,"$14,850 ",46776,D000024070,ANALYTICAL GRAPHICS INC,analytical graphics
432,ARAMARKHOLDINGSCORPORATION,412577.77,472042.77,47,101919.7014,3189704507,2,ARAMARK HOLDINGS CORPORATION,,OTHER THAN SMALL BUSINESS,2012,aramark,22894,64%,34%,,,2012,"$26,631 ","$42,426 ","($1,000)","$14,400 ",$500 ,$0 ,"$41,926 ",47000,D000024107,ARAMARK CORP,aramark
433,ARCADISNV,73499625.81,79528669.81,10489,1166.231786,198234514.3,2,ARCADIS N.V.,,OTHER THAN SMALL BUSINESS,2012,arcadis nv,84470,53%,47%,,,2012,"$139,400 ","$18,900 ","$244,500 ","$124,000 ",$0 ,$0 ,"$263,400 ",104632,D000066743,ARCADIS NV,arcadis nv
434,ASSOCIATIONOFAMERICANRAILROADS,4950389.21,4955449.21,9,451.7333333,136168776.1,1,ASSOCIATION OF AMERICAN RAILROADS,,SMALL BUSINESS,2012,american railroads,7996,43%,57%,,,2012,"$97,145 ","$22,895 ","$202,500 ","$128,250 ",$250 ,$0 ,"$225,645 ",8731,D000000735,ASSOCIATION OF AMERICAN RAILROADS,american railroads
435,ASTRAZENECAPLC,28761725,94312851.5,44,2980.555556,1050000001,1,ASTRAZENECA PLC,,OTHER THAN SMALL BUSINESS,2012,astrazeneca,2448,45%,54%,,,2012,"$608,333 ","$186,985 ","$1,143,452 ","$718,104 ","$7,000 ",$0 ,"$1,338,586 ",3143,D000043112,ASTRAZENECA PLC,astrazeneca
436,ATLASAIRWORLDWIDEHOLDINGSINC,6721026.47,7226680.05,44,1619.45,1344359053,1,"ATLAS AIR WORLDWIDE HOLDINGS, INC.",,OTHER THAN SMALL BUSINESS,2012,atlas air worldwide,17248,24%,75%,,,2012,"$81,250 ","$99,000 ","$245,000 ","$259,750 ",$0 ,$0 ,"$346,000 ",20720,D000045889,ATLAS AIR WORLDWIDE,atlas air worldwide
437,ATLASGROUPLTD,10506378.83,29195835.98,30,9,1700000,1,ATLAS GROUP LTD,OTHER,SMALL BUSINESS,2012,atlas,23421,0%,100%,,,2012,$0 ,$0 ,"$1,416 ","$1,416 ",$0 ,$0 ,"$1,416 ",47612,D000024192,ATLAS PAC,atlas
438,ATMOSENERGYCORPORATION,3041930,4645000,2,4700,6000000000,1,ATMOS ENERGY CORPORATION,,OTHER THAN SMALL BUSINESS,2012,atmos energy,23429,16%,84%,,,2012,"$20,000 ","$9,850 ","$118,200 ","$108,050 ",$0 ,$0 ,"$128,050 ",47621,D000024193,ATMOS ENERGY,atmos energy
439,ATTINC,3600353885,4682866381,43733,117515.8298,59968640485,2,AT&T INC.,,OTHER THAN SMALL BUSINESS,2012,att,367,33%,65%,,,2012,"$1,651,241 ","$1,447,520 ","$3,480,000 ","$3,311,979 ","$8,820 ","$25,500 ","$5,081,080 ",443,D000000076,AT&T INC,att
440,AXA,76609596.28,76609596.28,20,75,50000000,2,AXA,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,axa,12639,43%,57%,,,2012,"$218,683 ","$350,893 ","$158,000 ","$290,210 ",$0 ,$0 ,"$509,885 ",34493,D000021855,AXA,axa
441,BAESYSTEMSHOLDINGSINC,56912804830,1.46296E+11,43622,107081.0556,6114100549,4,BAE SYSTEMS HOLDINGS INC.,,OTHER THAN SMALL BUSINESS,2012,bae systems,6410,45%,55%,,,2012,"$648,529 ","$339,396 ","$1,102,500 ","$793,387 ",$250 ,$0 ,"$1,442,466 ",6993,D000000583,BAE SYSTEMS,bae systems
443,BALFOURBEATTYPLC,638775309.6,1157775310,8614,3647.55638,1147611787,2,BALFOUR BEATTY PLC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,balfour beatty,78943,60%,39%,,,2012,"$156,015 ","$89,610 ","$167,500 ","$100,345 ","$2,500 ",$0 ,"$260,110 ",96823,D000064461,BALFOUR BEATTY,balfour beatty
444,BALLCORPORATION,1550565649,2355640609,547,2469.13739,530731586.1,2,BALL CORPORATION,,OTHER THAN SMALL BUSINESS,2012,ball,23700,40%,60%,,,2012,"$72,975 ","$43,460 ","$140,000 ","$110,485 ",$0 ,$0 ,"$183,460 ",47938,D000024239,BALL CORP,ball
445,BAXTERINTERNATIONALINC,453638.04,453638.04,35,46245.6,122012108,1,BAXTER INTERNATIONAL INC.,,OTHER THAN SMALL BUSINESS,2012,baxter,7031,58%,41%,,,2012,"$201,190 ","$131,190 ","$214,000 ","$143,500 ","$2,000 ",$0 ,"$347,290 ",7674,D000000643,BAXTER INTERNATIONAL,baxter
446,BAYERAG,25488726.2,74909866.2,40,7467.314815,3509361724,2,BAYER AG,OTHER,OTHER THAN SMALL BUSINESS,2012,bayer ag,117530,34%,66%,,,2012,"$182,779 ","$69,077 ","$470,000 ","$355,298 ",$0 ,$0 ,"$540,403 ",159892,D000042363,BAYER AG,bayer ag
447,BECHTELGROUPINC,401489631.2,408262257.2,487,34819.20907,25099409985,2,BECHTEL GROUP  INC.,,OTHER THAN SMALL BUSINESS,2012,bechtel,2456,40%,57%,,,2012,"$356,900 ","$233,745 ","$634,000 ","$510,095 ","$25,000 ",$0 ,"$892,745 ",2693,D000000237,BECHTEL GROUP,bechtel
448,BERKSHIREHATHAWAYINC,904749823.8,1403305625,515,79033.93038,4710941537,2,BERKSHIRE HATHAWAY INC.,,OTHER THAN SMALL BUSINESS,2012,berkshire hathaway,11838,27%,57%,,,2012,"$1,159,786 ","$1,291,641 ","$2,361,900 ","$2,498,310 ","$703,745 ","$5,000 ","$4,363,181 ",33595,D000021757,BERKSHIRE HATHAWAY,berkshire hathaway
449,BOSTONSCIENTIFICCORPORATION,631444.16,631444.16,31,170594.4444,6.00605E+11,2,BOSTON SCIENTIFIC CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,boston scientific,12841,24%,76%,,,2012,"$133,252 ","$201,205 ","$347,000 ","$413,903 ",$0 ,$0 ,"$548,405 ",34718,D000021878,BOSTON SCIENTIFIC CORP,boston scientific
450,BPPLC,7896036.89,296799542,929,94178.50877,2.78826E+11,1,BP P.L.C.,,OTHER THAN SMALL BUSINESS,2012,bp,607,41%,58%,,,2012,"$179,009 ","$217,662 ","$212,000 ","$250,653 ","$2,025 ",$0 ,"$431,922 ",698,D000000091,BP,bp
451,BRUNSWICKCORPORATION,19267925.02,19361375.82,6076,7936.809404,1131867023,2,BRUNSWICK CORPORATION,,OTHER THAN SMALL BUSINESS,2012,brunswick,24459,25%,76%,,,2012,"$17,634 ","$14,464 ","$57,500 ","$54,330 ",$0 ,$0 ,"$71,964 ",48954,D000024496,BRUNSWICK CORP,brunswick
452,BURNSMCDONNELLINC,274645486.7,5267096.86,430,2548.53497,780784672.6,2,"BURNS & MCDONNELL, INC.",,OTHER THAN SMALL BUSINESS,2012,burns mcdonnell,24547,38%,62%,,,2012,"$82,500 ","$33,455 ","$183,000 ","$133,955 ",$0 ,$0 ,"$216,455 ",49064,D000024518,BURNS & MCDONNELL,burns mcdonnell
453,BUTTERBALLLLC,43493906.48,43493906.48,47,5662.97619,1155535714,2,BUTTERBALL  LLC,,OTHER THAN SMALL BUSINESS,2012,butterball,24589,10%,91%,,,2012,"$1,000 ",$0 ,"$10,500 ","$9,500 ",$0 ,$0 ,"$10,500 ",49117,D000024529,BUTTERBALL LLC,butterball
454,CAMPBELLSOUPCOMPANY,164963886.2,164963886.2,50,7633.636364,805817121.2,2,CAMPBELL SOUP COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,campbell soup,24913,28%,72%,,,2012,"$16,612 ","$12,673 ","$47,184 ","$43,245 ",$0 ,$0 ,"$60,357 ",49510,D000024598,CAMPBELL SOUP,campbell soup
455,CARDINALHEALTHINC,755159631.1,2280454305,168513,7499.181554,5579086040,2,CARDINAL HEALTH  INC.,OTHER,OTHER THAN SMALL BUSINESS,2012,cardinal health,13017,41%,59%,,,2012,"$232,052 ","$194,529 ","$372,500 ","$334,977 ",$0 ,$0 ,"$567,029 ",34908,D000021892,CARDINAL HEALTH,cardinal health
456,CATERPILLARINC,370677252,374159884.8,30097,95474.82539,14027416241,2,CATERPILLAR INC.,,OTHER THAN SMALL BUSINESS,2012,caterpillar,3779,15%,85%,,,2012,"$136,705 ","$245,340 ","$678,000 ","$788,635 ","$6,450 ",$0 ,"$932,425 ",4131,D000000352,CATERPILLAR INC,caterpillar
457,CENTERPOINTENERGYINC,1198723.7,1198723.7,3,0,0,1,CENTERPOINT ENERGY  INC.,,OTHER THAN SMALL BUSINESS,2012,centerpoint energy,25150,14%,86%,,,2012,"$35,675 ","$66,876 ","$191,009 ","$222,260 ",$455 ,$0 ,"$258,590 ",49821,D000024672,CENTERPOINT ENERGY,centerpoint energy
458,CENTURYLINKINC,4481817.52,43481817.52,63,24974.1052,9668515818,2,CENTURYLINK  INC.,,OTHER THAN SMALL BUSINESS,2012,centurylink,25192,44%,56%,,,2012,"$476,633 ","$215,387 ","$864,307 ","$603,561 ",$750 ,$0 ,"$1,085,344 ",49874,D000024683,CENTURYLINK,centurylink
459,CFDRESEARCHCORPORATION,2099627,2099627,478,85,13668000,1,CFD RESEARCH CORPORATION,,SMALL BUSINESS,2012,cfd research,25257,0%,100%,,,2012,$0 ,"$1,000 ",$450 ,"$1,450 ",$0 ,$0 ,"$1,450 ",49945,D000024689,CFD RESEARCH CORP,cfd research
460,CFINDUSTRIESHOLDINGSINC,43800,43800,1,2000,2000000000,1,CF INDUSTRIES HOLDINGS  INC.,,OTHER THAN SMALL BUSINESS,2012,cf industries,25243,31%,69%,,,2012,"$42,422 ","$63,422 ","$72,000 ","$93,000 ",$0 ,$0 ,"$135,422 ",49930,D000024688,CF INDUSTRIES,cf industries
461,CH2MHILLCOMPANIESLTD,3963706694,4171959251,5106,16379.07986,4828353460,2,"CH2M HILL COMPANIES, LTD.",,OTHER THAN SMALL BUSINESS,2012,ch2m hill,5393,50%,46%,,,2012,"$293,805 ","$128,345 ","$430,500 ","$266,040 ",$250 ,"$1,000 ","$585,034 ",5885,D000000492,CH2M HILL,ch2m hill
462,CHEVRONCORPORATION,6830564.61,11012480,43,38548.48485,1.09653E+11,2,CHEVRON CORPORATION,,OTHER THAN SMALL BUSINESS,2012,chevron,27,6%,35%,,,2012,"$239,887 ","$965,491 ","$697,000 ","$1,447,424 ","$3,265 ","$2,500,000 ","$4,199,176 ",42,D000000015,CHEVRON,chevron
463,CISCOSYSTEMSINC,5768822.31,5777832.8,49,37266.49737,21253655942,2,CISCO SYSTEMS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,cisco systems,4031,56%,34%,,,2012,"$832,624 ","$917,011 ","$421,500 ","$502,837 ","$159,450 ",$0 ,"$1,501,211 ",4405,D000000374,CISCO SYSTEMS,cisco systems
464,CITIGROUPINC,332940652.5,334807960.4,1242,28459.19454,16189401890,2,CITIGROUP INC.,,SMALL BUSINESS,2012,citigroup,287,41%,56%,,,2012,"$1,181,855 ","$2,219,663 ","$577,000 ","$1,609,308 ","$47,800 ",$0 ,"$2,873,913 ",358,D000000071,CITIGROUP INC,citigroup
465,COBHAMPLC,60825474.89,94772180.45,393,7366.853503,20831516288,2,COBHAM PLC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,cobham,25834,36%,64%,,,2012,"$116,250 ","$11,000 ","$310,000 ","$204,750 ",$0 ,$0 ,"$321,000 ",50839,D000025006,COBHAM PLC,cobham
466,COLLEGEOFAMERICANPATHOLOGISTS,7339,7339,2,587,163940224.5,2,COLLEGE OF AMERICAN PATHOLOGISTS,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,college american pathologists,5910,35%,64%,,,2012,"$292,250 ","$3,750 ","$822,000 ","$530,500 ",$0 ,$0 ,"$825,750 ",6450,D000000540,COLLEGE OF AMERICAN PATHOLOGISTS,college american pathologists
467,CONSOLIDATEDEDISONINC,33118584.22,33118584.22,24,13605.17222,3.35045E+12,2,CONSOLIDATED EDISON  INC.,,OTHER THAN SMALL BUSINESS,2012,consolidated edison,26297,87%,13%,,,2012,"$72,797 ","$41,397 ","$42,750 ","$11,150 ",$0 ,$0 ,"$84,147 ",51407,D000025111,CONSOLIDATED EDISON INC,consolidated edison
468,CORELOGICINC,535423.85,535423.85,1045,17549.04762,6417583333,2,CORELOGIC  INC.,,OTHER THAN SMALL BUSINESS,2012,corelogic,56635,56%,43%,,,2012,"$9,389 ","$10,489 ","$6,000 ","$7,100 ",$0 ,$0 ,"$16,689 ",70866,D000060812,CORELOGIC INC,corelogic
469,COXENTERPRISESINC,531208.59,651900.03,83,21681.12063,2923106228,2,COX ENTERPRISES  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,cox enterprises,8336,16%,19%,,,2012,"$510,932 ","$457,814 ","$668,000 ","$621,682 ","$2,100,750 ","$7,500 ","$3,245,314 ",9104,D000000768,COX ENTERPRISES,cox enterprises
470,CRHPLC,609757.94,609757.94,7,4625,1224500000,1,CRH PLC,,OTHER THAN SMALL BUSINESS,2012,crh,84710,45%,53%,,,2012,"$135,750 ","$6,866 ","$293,500 ","$159,616 ",$0 ,$0 ,"$300,366 ",104944,D000066815,CRH PLC,crh
471,CUBICCORPORATION,1264466410,1264958449,15239,2952.997476,440949836.4,2,CUBIC CORPORATION,,OTHER THAN SMALL BUSINESS,2012,cubic,13580,15%,85%,,,2012,"$27,750 ","$110,414 ","$77,100 ","$159,764 ",$0 ,$0 ,"$187,514 ",35523,D000021944,CUBIC CORP,cubic
472,CUMMINSINC,132939500.1,136723902.6,114,6844.306845,1970958314,2,CUMMINS INC.,,OTHER THAN SMALL BUSINESS,2012,cummins,13596,53%,46%,,,2012,"$163,438 ","$90,612 ","$217,000 ","$143,174 ",$0 ,$0 ,"$308,612 ",35540,D000021945,CUMMINS INC,cummins
473,CURTISSWRIGHTCORPORATION,19129301.05,19129301.05,97,3832.839063,707084601.1,2,CURTISS-WRIGHT CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,curtisswright,26795,65%,35%,,,2012,"$12,450 ","$4,900 ","$14,250 ","$6,700 ",$0 ,$0 ,"$19,150 ",52006,D000025212,CURTISS-WRIGHT CORP,curtisswright
474,DAIRYFARMERSOFAMERICAINC,3503148.46,3503148.46,6,1300,710000000,2,DAIRY FARMERS OF AMERICA  INC.,OTHER,OTHER THAN SMALL BUSINESS,2012,dairy farmers america,961,35%,65%,,,2012,"$140,750 ","$9,750 ","$398,500 ","$265,000 ",$0 ,$0 ,"$408,250 ",1080,D000000119,DAIRY FARMERS OF AMERICA,dairy farmers america
475,DCIINC,8625420.7,8625420.7,2108,253.7416667,25495053.02,2,"DCI, INC.",,OTHER THAN SMALL BUSINESS,2012,dci,13677,28%,72%,,,2012,"$65,669 ","$172,555 ","$62,074 ","$168,960 ",$0 ,$0 ,"$235,619 ",35628,D000021952,DCI GROUP,dci
476,DEANFOODSCOMPANY,59847242.84,63118413.84,1303,5758.033294,1702527807,2,DEAN FOODS COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,dean foods,11571,21%,79%,,,2012,"$103,323 ","$236,716 ","$248,500 ","$381,893 ",$0 ,$0 ,"$485,216 ",33222,D000021651,DEAN FOODS,dean foods
477,DEERECOMPANY,105527080.5,105527080.5,38054,24276.92239,2278207441,2,DEERE & COMPANY,,OTHER THAN SMALL BUSINESS,2012,deere,4383,12%,88%,,,2012,"$104,150 ","$153,425 ","$732,000 ","$781,275 ","$2,565 ",$0 ,"$888,200 ",4791,D000000408,DEERE & CO,deere
478,DELOITTELLP,3915803095,6256504201,28100,5834.590473,1480291952,2,DELOITTE LLP,,OTHER THAN SMALL BUSINESS,2012,deloitte,1139,36%,64%,,,2012,"$1,692,163 ","$2,044,591 ","$2,634,500 ","$2,986,533 ","$6,850 ",$0 ,"$4,705,191 ",1270,D000000131,DELOITTE LLP,deloitte
