,recipient_parent_name1,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year,recipient_name_clean,% to Dems,% to Repubs,Cycle,Democrats,Individuals,PACs,Republicans,Soft (Indivs),Soft (Orgs),Total,org_id,org_name,org_name_clean
451,CH2MHILLCOMPANIESLTD,3963706694,4171959251,5106,16379.07986,4828353460,2,"CH2M HILL COMPANIES, LTD.",,OTHER THAN SMALL BUSINESS,2012,ch2m hill,50%,46%,2012,"$293,805 ","$128,345 ","$430,500 ","$266,040 ",$250,"$1,000 ","$585,034 ",D000000492,CH2M HILL,ch2m hill
452,CHEVRONCORPORATION,6830564.61,11012480,43,38548.48485,1.09653E+11,2,CHEVRON CORPORATION,,OTHER THAN SMALL BUSINESS,2012,chevron,6%,35%,2012,"$239,887 ","$965,491 ","$697,000 ","$1,447,424 ","$3,265 ","$2,500,000 ","$4,199,176 ",D000000015,CHEVRON,chevron
453,CISCOSYSTEMSINC,5768822.31,5777832.8,49,37266.49737,21253655942,2,CISCO SYSTEMS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,cisco systems,56%,34%,2012,"$832,624 ","$917,011 ","$421,500 ","$502,837 ","$159,450 ",$0,"$1,501,211 ",D000000374,CISCO SYSTEMS,cisco systems
454,CITIGROUPINC,332940652.5,334807960.4,1242,28459.19454,16189401890,2,CITIGROUP INC.,,SMALL BUSINESS,2012,citigroup,41%,56%,2012,"$1,181,855 ","$2,219,663 ","$577,000 ","$1,609,308 ","$47,800 ",$0,"$2,873,913 ",D000000071,CITIGROUP INC,citigroup
455,COBHAMPLC,60825474.89,94772180.45,393,7366.853503,20831516288,2,COBHAM PLC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,cobham,36%,64%,2012,"$116,250 ","$11,000 ","$310,000 ","$204,750 ",$0,$0,"$321,000 ",D000025006,COBHAM PLC,cobham
456,COLLEGEOFAMERICANPATHOLOGISTS,7339,7339,2,587,163940224.5,2,COLLEGE OF AMERICAN PATHOLOGISTS,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,college american pathologists,35%,64%,2012,"$292,250 ","$3,750 ","$822,000 ","$530,500 ",$0,$0,"$825,750 ",D000000540,COLLEGE OF AMERICAN PATHOLOGISTS,college american pathologists
457,CONSOLIDATEDEDISONINC,33118584.22,33118584.22,24,13605.17222,3.35045E+12,2,CONSOLIDATED EDISON  INC.,,OTHER THAN SMALL BUSINESS,2012,consolidated edison,87%,13%,2012,"$72,797 ","$41,397 ","$42,750 ","$11,150 ",$0,$0,"$84,147 ",D000025111,CONSOLIDATED EDISON INC,consolidated edison
458,CORELOGICINC,535423.85,535423.85,1045,17549.04762,6417583333,2,CORELOGIC  INC.,,OTHER THAN SMALL BUSINESS,2012,corelogic,56%,43%,2012,"$9,389 ","$10,489 ","$6,000 ","$7,100 ",$0,$0,"$16,689 ",D000060812,CORELOGIC INC,corelogic
459,COXENTERPRISESINC,531208.59,651900.03,83,21681.12063,2923106228,2,COX ENTERPRISES  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,cox enterprises,16%,19%,2012,"$510,932 ","$457,814 ","$668,000 ","$621,682 ","$2,100,750 ","$7,500 ","$3,245,314 ",D000000768,COX ENTERPRISES,cox enterprises
460,CRHPLC,609757.94,609757.94,7,4625,1224500000,1,CRH PLC,,OTHER THAN SMALL BUSINESS,2012,crh,45%,53%,2012,"$135,750 ","$6,866 ","$293,500 ","$159,616 ",$0,$0,"$300,366 ",D000066815,CRH PLC,crh
461,CUBICCORPORATION,1264466410,1264958449,15239,2952.997476,440949836.4,2,CUBIC CORPORATION,,OTHER THAN SMALL BUSINESS,2012,cubic,15%,85%,2012,"$27,750 ","$110,414 ","$77,100 ","$159,764 ",$0,$0,"$187,514 ",D000021944,CUBIC CORP,cubic
462,CUMMINSINC,132939500.1,136723902.6,114,6844.306845,1970958314,2,CUMMINS INC.,,OTHER THAN SMALL BUSINESS,2012,cummins,53%,46%,2012,"$163,438 ","$90,612 ","$217,000 ","$143,174 ",$0,$0,"$308,612 ",D000021945,CUMMINS INC,cummins
463,CURTISSWRIGHTCORPORATION,19129301.05,19129301.05,97,3832.839063,707084601.1,2,CURTISS-WRIGHT CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,curtisswright,65%,35%,2012,"$12,450 ","$4,900 ","$14,250 ","$6,700 ",$0,$0,"$19,150 ",D000025212,CURTISS-WRIGHT CORP,curtisswright
464,DAIRYFARMERSOFAMERICAINC,3503148.46,3503148.46,6,1300,710000000,2,DAIRY FARMERS OF AMERICA  INC.,OTHER,OTHER THAN SMALL BUSINESS,2012,dairy farmers america,35%,65%,2012,"$140,750 ","$9,750 ","$398,500 ","$265,000 ",$0,$0,"$408,250 ",D000000119,DAIRY FARMERS OF AMERICA,dairy farmers america
465,DCIINC,8625420.7,8625420.7,2108,253.7416667,25495053.02,2,"DCI, INC.",,OTHER THAN SMALL BUSINESS,2012,dci,28%,72%,2012,"$65,669 ","$172,555 ","$62,074 ","$168,960 ",$0,$0,"$235,619 ",D000021952,DCI GROUP,dci
466,DEANFOODSCOMPANY,59847242.84,63118413.84,1303,5758.033294,1702527807,2,DEAN FOODS COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,dean foods,21%,79%,2012,"$103,323 ","$236,716 ","$248,500 ","$381,893 ",$0,$0,"$485,216 ",D000021651,DEAN FOODS,dean foods
467,DEERECOMPANY,105527080.5,105527080.5,38054,24276.92239,2278207441,2,DEERE & COMPANY,,OTHER THAN SMALL BUSINESS,2012,deere,12%,88%,2012,"$104,150 ","$153,425 ","$732,000 ","$781,275 ","$2,565 ",$0,"$888,200 ",D000000408,DEERE & CO,deere
468,DELOITTELLP,3915803095,6256504201,28100,5834.590473,1480291952,2,DELOITTE LLP,,OTHER THAN SMALL BUSINESS,2012,deloitte,36%,64%,2012,"$1,692,163 ","$2,044,591 ","$2,634,500 ","$2,986,533 ","$6,850 ",$0,"$4,705,191 ",D000000131,DELOITTE LLP,deloitte
469,DELTAAIRLINESINC,4867808.96,4867808.96,14,75000,27000000512,1,DELTA AIR LINES  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,delta air lines,32%,67%,2012,"$268,099 ","$446,974 ","$378,499 ","$559,624 ",$750,$0,"$831,401 ",D000000350,DELTA AIR LINES,delta air lines
470,DEUTSCHEPOSTAG,120475782.6,132777778.8,34,76183.35556,13950041450,2,DEUTSCHE POST AG,,OTHER THAN SMALL BUSINESS,2012,deutsche post ag,23%,40%,2012,"$3,000 ","$6,290 ","$2,000 ","$5,290 ",$0,$0,"$13,290 ",D000025481,DEUTSCHE POST AG,deutsche post ag
471,DOMINIONRESOURCESINC,3381283403,3381283403,72,15059.51858,5546549507,2,DOMINION RESOURCES  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,dominion resources,36%,59%,2012,"$411,059 ","$409,064 ","$667,225 ","$665,230 ","$60,250 ",$0,"$1,136,739 ",D000000335,DOMINION RESOURCES,dominion resources
472,DUKEENERGYCORPORATION,5320139.28,7120139.28,10,15172.5,10056715499,2,DUKE ENERGY CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,duke energy,42%,55%,2012,"$359,717 ","$221,104 ","$607,600 ","$471,487 ",$0,$0,"$861,404 ",D000000477,DUKE ENERGY,duke energy
473,DYNETICSINC,8411302.02,160086522,596,889.3276891,366011416.8,2,"DYNETICS, INC.",,SMALL BUSINESS,2012,dynetics,5%,95%,2012,"$7,500 ","$30,750 ","$107,500 ","$130,750 ",$0,$0,"$138,250 ",D000025614,DYNETICS INC,dynetics
474,EATONCORPORATION,58344438.72,160411135.2,9634,25094.22086,5491006345,2,EATON CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,eaton,7%,93%,2012,"$20,160 ","$221,089 ","$74,000 ","$274,929 ",$0,$0,"$295,089 ",D000025623,EATON CORP,eaton
475,EDISONINTERNATIONAL,43003.95,43003.95,72,14173.15163,9810645694,2,EDISON INTERNATIONAL,,OTHER THAN SMALL BUSINESS,2012,edison,46%,51%,2012,"$269,019 ","$145,254 ","$423,765 ","$299,800 ",$0,"$15,000 ","$584,019 ",D000000239,EDISON INTERNATIONAL,edison
476,ELBITSYSTEMSLTD,199085017.8,248548203.8,3482,1857.95259,846201254.3,2,ELBIT SYSTEMS LTD,,OTHER THAN SMALL BUSINESS,2012,elbit systems,16%,84%,2012,"$8,500 ","$12,755 ","$40,000 ","$44,255 ",$0,$0,"$52,755 ",D000043128,ELBIT SYSTEMS,elbit systems
477,EMERGENTBIOSOLUTIONSINC,104192005.7,104192005.7,23,554.2,190965996.8,1,EMERGENT BIOSOLUTIONS INC.,,OTHER THAN SMALL BUSINESS,2012,emergent biosolutions,26%,74%,2012,"$111,224 ","$133,474 ","$287,000 ","$319,250 ",$0,$0,"$430,474 ",D000025674,EMERGENT BIOSOLUTIONS,emergent biosolutions
478,ENERGENCORPORATION,63506695,91302328.34,35,1200,650000000,2,ENERGEN CORPORATION,,OTHER THAN SMALL BUSINESS,2012,energen,13%,88%,2012,"$5,500 ",$0,"$44,000 ","$38,500 ",$0,$0,"$44,000 ",D000025685,ENERGEN CORP,energen
479,ENVIRONMENTALCHEMICALCORPORATION,290152470.1,292315699.7,406,234.4666667,141604129.6,2,ENVIRONMENTAL CHEMICAL CORPORATION,,SMALL BUSINESS,2012,environmental chemical,72%,28%,2012,"$11,000 ","$2,500 ","$12,750 ","$4,250 ",$0,$0,"$15,250 ",D000025705,ENVIRONMENTAL CHEMICAL CORP,environmental chemical
480,EPSILONSYSTEMSSOLUTIONSINC,12074395.35,1291118018,12075,599.1213151,83588593.82,2,"EPSILON SYSTEMS SOLUTIONS, INC.",,OTHER THAN SMALL BUSINESS,2012,epsilon systems solutions,6%,94%,2012,$750,"$11,500 ",$750,"$11,500 ",$0,$0,"$12,250 ",D000025710,EPSILON SYSTEMS SOLUTIONS,epsilon systems solutions
481,EQUIFAXINC,895956.89,996416.89,18128,896.9102814,48106070.57,2,EQUIFAX INC,,OTHER THAN SMALL BUSINESS,2012,equifax,24%,76%,2012,"$33,050 ","$65,304 ","$72,280 ","$104,534 ",$200,$0,"$137,784 ",D000025712,EQUIFAX INC,equifax
482,ERNSTYOUNGLLP,52808348.95,108338586.9,12203,34164.3619,6180831791,2,ERNST & YOUNG LLP,,OTHER THAN SMALL BUSINESS,2012,ernst young,35%,65%,2012,"$1,045,092 ","$1,208,491 ","$1,791,000 ","$1,952,480 ","$6,750 ","$1,291 ","$3,011,782 ",D000000098,ERNST & YOUNG,ernst young
483,EXELISINC,19148362183,22895459551,471,17058.86737,3632668047,2,EXELIS INC.,,OTHER THAN SMALL BUSINESS,2012,exelis,39%,61%,2012,"$129,475 ","$72,425 ","$260,500 ","$203,450 ",$500,$0,"$333,425 ",D000064439,EXELIS INC,exelis
484,EXELONCORPORATION,43482736.9,47322742.73,33,6045.645593,4265199060,2,EXELON CORPORATION,,OTHER THAN SMALL BUSINESS,2012,exelon,41%,58%,2012,"$891,818 ","$966,008 ","$1,167,600 ","$1,251,290 ",$250,"$5,000 ","$2,151,658 ",D000000368,EXELON CORP,exelon
485,EXPERIANPLC,445478,3664478,12084,2348.076923,657076923.1,1,EXPERIAN PLC,,OTHER THAN SMALL BUSINESS,2012,experian,25%,75%,2012,"$157,420 ","$17,870 ","$601,500 ","$461,950 ",$250,$0,"$619,620 ",D000033552,EXPERIAN,experian
486,EXPRESSSCRIPTSINC,5.69171E+11,5.69704E+11,877,11012.99058,17576396017,2,EXPRESS SCRIPTS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,express scripts,43%,57%,2012,"$945,277 ","$456,908 ","$1,730,999 ","$1,254,130 ","$6,500 ","$5,000 ","$2,208,132 ",D000021977,EXPRESS SCRIPTS,express scripts
487,FEDEXCORPORATION,112479067.1,126769759.1,1698,228860.5779,23222308117,2,FEDEX CORPORATION,,OTHER THAN SMALL BUSINESS,2012,fedex,32%,67%,2012,"$823,940 ","$569,930 ","$1,973,540 ","$1,727,220 ","$1,250 ","$7,500 ","$2,568,925 ",D000000089,FEDEX CORP,fedex
488,FIRSTENERGYCORP,143769004.6,150819574.6,45,4130.925884,828625204.5,2,FIRSTENERGY CORP.,,OTHER THAN SMALL BUSINESS,2012,firstenergy,28%,71%,2012,"$283,480 ","$499,180 ","$498,000 ","$713,450 ",$0,$0,"$1,012,180 ",D000000531,FIRSTENERGY CORP,firstenergy
489,FLIRSYSTEMSINC,44700462.51,135095892.8,8391,1243.3368,191614356,2,FLIR SYSTEMS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,flir systems,31%,69%,2012,"$67,250 ","$64,250 ","$152,500 ","$149,500 ",$0,$0,"$216,750 ",D000025840,FLIR SYSTEMS,flir systems
490,FLORIDATURBINETECHNOLOGIESINC,434908,1680712,8,210,30560000,1,FLORIDA TURBINE TECHNOLOGIES INC.,,SMALL BUSINESS,2012,florida turbine technologies,40%,60%,2012,"$15,832 ","$33,882 ","$6,000 ","$24,050 ",$0,$0,"$39,882 ",D000025861,FLORIDA TURBINE TECHNOLOGIES,florida turbine technologies
491,FLOWERSFOODSINC,31021780.58,31379557.66,189,5246.684473,1080917910,2,FLOWERS FOODS INC.,OTHER,OTHER THAN SMALL BUSINESS,2012,flowers foods,0%,95%,2012,$0,"$18,000 ","$187,500 ","$205,500 ",$0,$0,"$216,000 ",D000000377,FLOWERS FOODS,flowers foods
492,FLUORCORPORATION,4.39E+11,4.79E+11,1460,20408.22939,3508136783,2,FLUOR CORPORATION,,OTHER THAN SMALL BUSINESS,2012,fluor,35%,64%,2012,"$350,635 ","$148,921 ","$849,450 ","$652,236 ",$0,$0,"$1,015,871 ",D000000277,FLUOR CORP,fluor
493,FUJIFILMHOLDINGSCORPORATION,5095666.1,5095666.1,1400,71308.71439,22522981358,2,FUJIFILM HOLDINGS CORPORATION,,OTHER THAN SMALL BUSINESS,2012,fujifilm,92%,8%,2012,"$75,450 ","$79,070 ","$2,750 ","$6,370 ",$0,$0,"$81,820 ",D000042096,FUJIFILM,fujifilm
494,G4SPLC,1564268719,1567811325,6607,434159.6811,5264262617,2,G4S PLC,,OTHER THAN SMALL BUSINESS,2012,g4s,25%,75%,2012,"$16,975 ","$3,025 ","$64,000 ","$50,050 ",$0,$0,"$67,025 ",D000026342,G4S PLC,g4s
495,GENCORPINC,37522362.13,88128199.13,280,2703.083333,581138443.3,2,GENCORP INC.,,OTHER THAN SMALL BUSINESS,2012,gencorp,38%,63%,2012,"$32,650 ","$8,970 ","$78,000 ","$54,320 ",$0,$0,"$86,970 ",D000026174,GENCORP INC,gencorp
496,GENERALDYNAMICSCORPORATION,1.03E+11,1.83E+11,23593,57137.00288,16881754907,2,GENERAL DYNAMICS CORPORATION,OTHER,OTHER THAN SMALL BUSINESS,2012,general dynamics,41%,59%,2012,"$983,043 ","$628,638 ","$1,766,500 ","$1,414,895 ","$1,950 ",$0,"$2,410,438 ",D000000165,GENERAL DYNAMICS,general dynamics
497,GENERALELECTRICCOMPANY,3379001324,10964158322,24706,283599.6418,1.33E+11,2,GENERAL ELECTRIC COMPANY,,OTHER THAN SMALL BUSINESS,2012,general electric,36%,63%,2012,"$1,475,814 ","$1,473,523 ","$2,581,575 ","$2,566,684 ","$12,050 ",$0,"$4,074,735 ",D000000125,GENERAL ELECTRIC,general electric
498,GENERALMILLSINC,399615967,399615967,24,27000,13699999744,2,GENERAL MILLS INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,general mills,36%,60%,2012,"$168,159 ","$225,509 ","$222,500 ","$279,550 ","$20,000 ",$0,"$468,509 ",D000000467,GENERAL MILLS,general mills
499,GENERALMOTORSCOMPANY,256774.2,456774.2,50,228812.5,71874998592,2,GENERAL MOTORS COMPANY,,OTHER THAN SMALL BUSINESS,2012,general motors,46%,53%,2012,"$361,087 ","$289,309 ","$486,300 ","$417,282 ","$5,750 ",$0,"$789,159 ",D000000155,GENERAL MOTORS,general motors
500,GENTEXCORPORATION,397844179.4,401410050.2,1105,513.4452967,50106120.14,2,GENTEX CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012,gentex,82%,18%,2012,"$4,700 ","$1,600 ","$4,100 ","$1,000 ",$0,$0,"$5,700 ",D000068698,GENTEX,gentex
501,GKNPLC,66843,66843,9,30000,5250000000,1,GKN PLC,,OTHER THAN SMALL BUSINESS,2012,gkn,100%,0%,2012,$500,$0,$500,$0,$0,$0,$500,D000026232,GKN CORP,gkn
502,GLAXOSMITHKLINEPLC,29314704.6,5191570105,637,83053.26475,34854145964,2,GLAXOSMITHKLINE PLC,PARTNERSHIP,OTHER THAN SMALL BUSINESS,2012,glaxosmithkline,47%,53%,2012,"$419,762 ","$154,134 ","$747,750 ","$481,372 ","$1,050 ",$0,"$903,478 ",D000000133,GLAXOSMITHKLINE,glaxosmithkline
503,GRANTTHORNTONINTERNATIONALLTD,30364239.08,66073698.2,5635,19433.10623,390258670,2,GRANT THORNTON INTERNATIONAL LTD,,OTHER THAN SMALL BUSINESS,2012,grant thornton,31%,69%,2012,"$106,750 ","$87,825 ","$258,000 ","$239,075 ",$250,$0,"$346,525 ",D000026283,GRANT THORNTON LLP,grant thornton
504,GREATLAKESDREDGEDOCKCORPORATION,24585491.75,24585491.75,7,987,565473504,2,GREAT LAKES DREDGE & DOCK CORPORATION,OTHER,OTHER THAN SMALL BUSINESS,2012,great lakes dredge dock,55%,45%,2012,"$31,500 ","$32,250 ","$25,250 ","$26,000 ",$0,$0,"$57,500 ",D000026295,GREAT LAKES DREDGE & DOCK,great lakes dredge dock
505,GROUPWINC,17187641.98,17187642.34,34,47.575,7400996.083,2,GROUP W INC.,,OTHER THAN SMALL BUSINESS,2012,w,100%,0%,2012,"$11,750 ","$6,250 ","$5,500 ",$0,$0,$0,"$11,750 ",D000026344,GROUP W INC,w
506,HARRISCORPORATION,9101333053,13542667987,3105,7003.543604,2135719326,2,HARRIS CORPORATION,,OTHER THAN SMALL BUSINESS,2012,harris,48%,52%,2012,"$287,520 ","$186,544 ","$414,500 ","$313,524 ",$0,$0,"$601,044 ",D000000395,HARRIS CORP,harris
507,HDRINC,11995351605,31777762344,7065,6905.619875,1060116600,2,H.D.R. INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,hdr,48%,52%,2012,"$186,662 ","$58,991 ","$331,800 ","$204,129 ",$0,$0,"$391,431 ",D000022021,HDR INC,hdr
508,HEALTHNETINC,1737124181,1737124181,1074,8594.437143,14267524884,2,HEALTH NET INC.,,OTHER THAN SMALL BUSINESS,2012,health net,41%,57%,2012,"$175,769 ","$125,093 ","$294,000 ","$243,324 ","$8,000 ",$0,"$427,154 ",D000022022,HEALTH NET INC,health net
509,HERSHEYCOMPANY,69188697.24,69188697.24,24,12000,12000000000,2,HERSHEY COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,hershey,17%,83%,2012,"$6,850 ","$9,802 ","$24,500 ","$32,652 ",$0,$0,"$39,502 ",D000026470,HERSHEY CO,hershey
510,HEWLETTPACKARDCOMPANY,7498533510,12623391809,9693,209313.9806,74402325858,2,HEWLETT-PACKARD COMPANY,,OTHER THAN SMALL BUSINESS,2012,hewlettpackard,45%,47%,2012,"$696,300 ","$577,142 ","$851,837 ","$731,959 ","$106,461 ","$2,500 ","$1,555,154 ",D000000716,HEWLETT-PACKARD,hewlettpackard
511,HILLROMHOLDINGSINC,74206354.77,362501889.2,3244,6492.850165,1376759536,2,HILL-ROM HOLDINGS INC.,,OTHER THAN SMALL BUSINESS,2012,hillrom,39%,62%,2012,"$26,500 ","$25,750 ","$43,000 ","$42,250 ",$0,$0,"$68,750 ",D000026480,HILL-ROM HOLDINGS,hillrom
512,HOLOGICINC,545314.93,1880592.61,187,3226.722421,1653890685,2,HOLOGIC INC.,PARTNERSHIP,OTHER THAN SMALL BUSINESS,2012,hologic,46%,52%,2012,"$27,963 ","$39,152 ","$21,000 ","$32,189 ","$1,250 ",$0,"$61,402 ",D000026173,HOLOGIC INC,hologic
513,HONEYWELLINTERNATIONALINC,26106811049,67691917675,22389,36191.3754,8226225046,2,HONEYWELL INTERNATIONAL INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,honeywell,39%,60%,2012,"$2,001,388 ","$396,374 ","$4,655,524 ","$3,050,210 ","$5,000 ",$0,"$5,082,398 ",D000000334,HONEYWELL INTERNATIONAL,honeywell
514,HUMANAINC,6913535.65,6913535.65,256,17437.6519,13173691872,2,HUMANA INC.,,OTHER THAN SMALL BUSINESS,2012,humana,30%,70%,2012,"$294,654 ","$153,156 ","$821,000 ","$680,557 ",$300,$0,"$976,956 ",D000000652,HUMANA INC,humana
515,HUNTINGTONINGALLSINDUSTRIESINC,36888705754,38177020114,4294,48623.93964,8977476680,2,"HUNTINGTON INGALLS INDUSTRIES, INC.",,OTHER THAN SMALL BUSINESS,2012,huntington ingalls industries,43%,57%,2012,"$440,471 ","$51,940 ","$981,500 ","$592,665 ",$0,$0,"$1,033,560 ",D000064813,HUNTINGTON INGALLS INDUSTRIES,huntington ingalls industries
516,ILLINOISTOOLWORKSINC,791927.89,791927.89,19999,33447.29514,8024507992,2,ILLINOIS TOOL WORKS INC.,,OTHER THAN SMALL BUSINESS,2012,illinois tool works,13%,87%,2012,"$39,055 ","$82,207 ","$215,500 ","$258,652 ",$0,$0,"$297,707 ",D000022038,ILLINOIS TOOL WORKS,illinois tool works
517,INTUITIVESURGICALINC,148965.14,148965.14,3,1533.333333,833333333.3,1,INTUITIVE SURGICAL INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,intuitive surgical,21%,79%,2012,"$39,550 ","$130,800 ","$53,500 ","$145,000 ",$0,$0,"$184,550 ",D000045984,INTUITIVE SURGICAL,intuitive surgical
518,JACOBSENGINEERINGGROUPINC,4062982140,24583771287,16241,17713.33539,2866554245,2,JACOBS ENGINEERING GROUP INC.,,OTHER THAN SMALL BUSINESS,2012,jacobs engineering,40%,59%,2012,"$70,686 ","$117,924 ","$56,000 ","$103,238 ",$850,$0,"$174,774 ",D000000371,JACOBS ENGINEERING GROUP,jacobs engineering
519,JEDUNNCONSTRUCTIONGROUPINC,45541424.25,45541424.25,21,2700,1084000000,2,J.E. DUNN CONSTRUCTION GROUP INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,je dunn construction,11%,89%,2012,"$11,000 ","$61,800 ","$40,000 ","$90,800 ",$0,$0,"$101,800 ",D000026741,JE DUNN CONSTRUCTION GROUP,je dunn construction
520,JOHNSONCONTROLSINC,2818539120,7914114867,1953,98027.155,21641065086,2,"JOHNSON CONTROLS, INC.",,OTHER THAN SMALL BUSINESS,2012,johnson controls,41%,57%,2012,"$25,525 ","$26,867 ","$34,500 ","$35,092 ",$0,$0,"$61,617 ",D000026889,JOHNSON CONTROLS,johnson controls
521,JOHNSONJOHNSON,88142739.41,1093720977,6336,103152.747,29532193535,2,JOHNSON & JOHNSON,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,johnson johnson,50%,49%,2012,"$582,280 ","$362,902 ","$771,700 ","$574,822 ","$1,600 ",$0,"$1,164,002 ",D000000386,JOHNSON & JOHNSON,johnson johnson
522,JPMORGANCHASECO,8558397.02,8558397.02,15,56515.625,15683750320,1,JPMORGAN CHASE & CO.,,OTHER THAN SMALL BUSINESS,2012,jpmorgan chase,36%,62%,2012,"$1,936,088 ","$3,864,548 ","$1,438,973 ","$3,361,033 ","$123,311 ",$0,"$5,434,966 ",D000000103,JPMORGAN CHASE & CO,jpmorgan chase
523,KAMANCORPORATION,7448162.62,11898407.62,12292,2020.982453,378648844.2,2,KAMAN CORPORATION,,OTHER THAN SMALL BUSINESS,2012,kaman,61%,38%,2012,"$27,600 ","$14,900 ","$30,000 ","$17,300 ",$250,$0,"$45,150 ",D000026937,KAMAN CORP,kaman
524,KBRINC,19405192658,19405169859,1198,24752.09536,3304635593,2,KBR INC.,,OTHER THAN SMALL BUSINESS,2012,kbr,10%,90%,2012,"$28,712 ","$58,506 ","$241,750 ","$271,544 ","$1,450 ",$0,"$302,205 ",D000026963,KBR INC,kbr
525,KELLOGGCOMPANY,230442293,230443393,32,16500,6050000000,2,KELLOGG COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,kellogg,51%,49%,2012,"$62,550 ","$27,151 ","$96,500 ","$61,101 ",$250,$0,"$123,901 ",D000026978,KELLOGG CO,kellogg
526,KOCHINDUSTRIESINC,51278353.66,51278353.66,4,60000,24999999488,1,KOCH INDUSTRIES INC.,PARTNERSHIP,OTHER THAN SMALL BUSINESS,2012,koch industries,2%,97%,2012,"$77,149 ","$778,963 ","$2,519,000 ","$3,245,651 ",$250,"$10,000 ","$3,344,050 ",D000000186,KOCH INDUSTRIES,koch industries
527,KPMGLLP,198640362.7,208744946.1,13618,2510.621415,420299981.9,2,KPMG L.L.P.,,OTHER THAN SMALL BUSINESS,2012,kpmg,41%,59%,2012,"$722,867 ","$370,347 ","$1,412,000 ","$1,060,230 ","$1,200 ",$0,"$1,784,932 ",D000019986,KPMG LLP,kpmg
528,KRAFTFOODSINC,826226289.5,826226289.5,103,132128.9156,51128567294,2,KRAFT FOODS INC.,PARTNERSHIP,OTHER THAN SMALL BUSINESS,2012,kraft foods,49%,51%,2012,"$183,452 ","$119,199 ","$256,626 ","$192,373 ",$500,$0,"$376,575 ",D000066678,KRAFT FOODS GROUP,kraft foods
529,LABORATORYCORPORATIONOFAMERICAHOLDINGS,88963.34,88963.34,20,24722.22222,5498888818,2,LABORATORY CORPORATION OF AMERICA HOLDINGS,,OTHER THAN SMALL BUSINESS,2012,laboratory america,43%,58%,2012,"$59,250 ","$6,950 ","$132,500 ","$80,200 ",$0,$0,"$139,450 ",D000027104,LABORATORY CORP OF AMERICA,laboratory america
530,LANDOLAKESINC,35097772.98,35097772.98,16,8000,7800000000,2,LAND O'LAKES INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,land olakes,37%,63%,2012,"$156,591 ","$70,542 ","$356,500 ","$270,451 ",$0,$0,"$427,042 ",D000022070,LAND O'LAKES,land olakes
531,LEOADALYCOMPANY,1249625.68,67254625.68,93,940.0833333,180669369.3,2,LEO A DALY COMPANY,,OTHER THAN SMALL BUSINESS,2012,leo daly,67%,34%,2012,"$13,400 ","$5,900 ","$14,250 ","$6,750 ",$0,$0,"$20,150 ",D000027197,LEO A DALY CO,leo daly
532,LEVEL3COMMUNICATIONSINC,28790844.7,76057643129,1637,3662.005907,2154389955,2,LEVEL 3 COMMUNICATIONS INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,level 3 communications,80%,18%,2012,"$370,295 ","$307,781 ","$146,500 ","$83,986 ","$10,250 ",$0,"$464,531 ",D000000674,LEVEL 3 COMMUNICATIONS,level 3 communications
533,LIFETECHNOLOGIESCORPORATION,16617297.7,21098617.38,789,5552.158562,2601735232,2,LIFE TECHNOLOGIES CORPORATION,,OTHER THAN SMALL BUSINESS,2012,life technologies,39%,61%,2012,"$158,458 ","$85,888 ","$318,000 ","$245,430 ",$0,$0,"$403,888 ",D000045295,LIFE TECHNOLOGIES CORP,life technologies
